ID,Type
g__Prevotella;s__Prevotella sp. tc2-28,Microbe
g__Enterococcus;s__Enterococcus faecium,Microbe
g__Roseburia;s__Roseburia sp. CAG:309,Microbe
g__Christensenella;s__Christensenella sp. Marseille-P2437,Microbe
g__Dialister;s__Dialister sp. CAG:486,Microbe
g__Bacteroides;s__Bacteroides helcogenes,Microbe
g__Coprobacter;s__Coprobacter secundus,Microbe
g__Prevotella;s__Prevotella sp. HUN102,Microbe
g__Blautia;s__Blautia sp. SF-50,Microbe
g__Lachnoclostridium;s__[Clostridium] fimetarium,Microbe
g__Lachnoclostridium;s__[Clostridium] methoxybenzovorans,Microbe
g__Prevotella;s__Prevotella albensis,Microbe
g__Clostridium;s__Clostridium leptum CAG:27,Microbe
g__Clostridium;s__Clostridium sp. BR31,Microbe
g__Clostridium;s__Clostridium sp. C105KSO15,Microbe
g__Clostridium;s__Clostridium sp. FS41,Microbe
g__Clostridium;s__Clostridium sp. KNHs205,Microbe
g__Eubacterium;s__Eubacterium ruminantium,Microbe
g__Lachnoclostridium;s__[Clostridium] aminophilum,Microbe
g__Acetanaerobacterium;s__Acetanaerobacterium elongatum,Microbe
g__Ruminococcus;s__Ruminococcus sp. CAG:17,Microbe
g__Selenomonas;s__Selenomonas ruminantium,Microbe
g__Acetobacter;s__Acetobacter sp. CAG:267,Microbe
g__Bacteroides;s__Bacteroides sp. AR20,Microbe
g__Clostridium;s__Clostridium sp. CAG:575,Microbe
g__Ruminiclostridium;s__[Clostridium] viride,Microbe
g__Mitsuokella;s__Mitsuokella jalaludinii,Microbe
g__Fusobacterium;s__Fusobacterium perfoetens,Microbe
g__Mycoplasma;s__Mycoplasma sp. CAG:877,Microbe
g__Prevotella;s__Prevotella bivia,Microbe
g__Prevotella;s__Prevotella dentalis,Microbe
g__Prevotella;s__Prevotella sp. S7-1-8,Microbe
g__Lachnoclostridium;s__[Clostridium] scindens,Microbe
g__Oribacterium;s__Oribacterium sp. oral taxon 078,Microbe
g__Ruminococcus;s__Ruminococcus gauvreauii,Microbe
g__Odoribacter;s__Odoribacter laneus,Microbe
g__Parabacteroides;s__Parabacteroides sp. CAG:409,Microbe
g__Prevotella;s__Prevotella corporis,Microbe
g__Prevotella;s__Prevotella sp. P4-65,Microbe
g__Clostridium;s__Clostridium sp. CAG:964,Microbe
g__Clostridium;s__Clostridium sp. KNHs209,Microbe
g__Paeniclostridium;s__Paeniclostridium sordellii,Microbe
g__Bacteroides;s__Bacteroides sp. CAG:598,Microbe
g__Clostridium;s__Clostridium butyricum,Microbe
g__Blautia;s__Blautia sp. Marseille-P2398,Microbe
g__Blautia;s__Blautia sp. YL58,Microbe
g__Ruminococcus;s__Ruminococcus sp. 5_1_39BFAA,Microbe
g__Corallococcus;s__Corallococcus sp. CAG:1435,Microbe
g__Bacteroides;s__Bacteroides eggerthii CAG:109,Microbe
g__Bacteroides;s__Bacteroides reticulotermitis,Microbe
g__Bacteroides;s__Bacteroides sp. 9_1_42FAA,Microbe
g__Rikenella;s__Rikenella microfusus,Microbe
g__Clostridium;s__Clostridium sp. CAG:632,Microbe
g__Clostridium;s__Clostridium sp. CAG:793,Microbe
g__Eubacterium;s__Eubacterium sp. ER2,Microbe
g__Blautia;s__Blautia hansenii,Microbe
g__Butyrivibrio;s__Butyrivibrio proteoclasticus,Microbe
g__Oscillibacter;s__Oscillibacter sp. KLE 1728,Microbe
g__Prevotella;s__Prevotella baroniae,Microbe
g__Prevotella;s__Prevotella sp. CAG:873,Microbe
g__Tyzzerella;s__[Clostridium] propionicum,Microbe
g__Anaerotruncus;s__uncultured Anaerotruncus sp.,Microbe
g__Ruminococcus;s__Ruminococcus sp. CAG:579,Microbe
g__Ruminococcus;s__Ruminococcus sp. SR1_5,Microbe
g__Megamonas;s__Megamonas funiformis CAG:377,Microbe
g__Megasphaera;s__Megasphaera sp. BL7,Microbe
g__Megasphaera;s__Megasphaera sp. NM10,Microbe
g__Neurospora;s__Neurospora crassa,Microbe
g__Tannerella;s__Tannerella sp. CAG:118,Microbe
g__Alloprevotella;s__Alloprevotella rava,Microbe
g__Prevotella;s__Prevotella micans,Microbe
g__Clostridium;s__Clostridium sp. CAG:433,Microbe
g__Clostridium;s__Clostridium sp. Marseille-P299,Microbe
g__Catonella;s__Catonella morbi,Microbe
g__Prevotella;s__Prevotella brevis,Microbe
g__Clostridium;s__Clostridium sp. C105KSO13,Microbe
g__Butyrivibrio;s__Butyrivibrio sp. CAG:318,Microbe
g__Dorea;s__Dorea sp. AGR2135,Microbe
g__Lachnoclostridium;s__[Clostridium] polysaccharolyticum,Microbe
g__Candidatus Soleaferrea;s__Candidatus Soleaferrea massiliensis,Microbe
g__Drancourtella;s__Drancourtella massiliensis,Microbe
g__Bacteroides;s__Bacteroides sp. CAG:714,Microbe
g__Clostridium;s__Clostridium sp. MSTE9,Microbe
g__Dorea;s__Dorea formicigenerans CAG:28,Microbe
g__Tyzzerella;s__[Clostridium] neopropionicum,Microbe
g__Salmonella;s__Salmonella enterica,Microbe
g__Eggerthella;s__Eggerthella lenta,Microbe
g__Bacteroides;s__Bacteroides sp. CAG:661,Microbe
g__Macellibacteroides;s__Macellibacteroides sp. HH-ZS,Microbe
g__Prevotella;s__Prevotella oryzae,Microbe
g__Clostridium;s__Clostridium sp. CAG:167,Microbe
g__Clostridium;s__Clostridium sp. CAG:590,Microbe
g__Clostridium;s__Clostridium sp. CAG:914,Microbe
g__Oscillibacter;s__Oscillibacter sp. KLE 1745,Microbe
g__Erysipelatoclostridium;s__[Clostridium] spiroforme,Microbe
g__Fusobacterium;s__Fusobacterium sp. HMSC073F01,Microbe
g__Desulfovibrio;s__Desulfovibrio vulgaris,Microbe
g__Bacteroides;s__Bacteroides sp. HMSC068A09,Microbe
g__Prevotella;s__Prevotella denticola,Microbe
g__Paenibacillus;s__Paenibacillus sp. IHB B 3415,Microbe
g__Sarcina;s__Sarcina sp. DSM 11001,Microbe
g__Erysipelatoclostridium;s__[Clostridium] saccharogumia,Microbe
g__Shigella;s__Shigella sonnei,Microbe
g__Prevotella;s__Prevotella maculosa,Microbe
g__Bacillus;s__Bacillus cereus,Microbe
g__Coprococcus;s__Coprococcus sp. HPP0048,Microbe
g__Acholeplasma;s__Acholeplasma sp. CAG:878,Microbe
g__Bacteroides;s__Bacteroides sp. CAG:709,Microbe
g__Coprobacter;s__Coprobacter fastidiosus,Microbe
g__Porphyromonas;s__Porphyromonas sp. 31_2,Microbe
g__Prevotella;s__Prevotella buccalis,Microbe
g__Prevotella;s__Prevotella intermedia,Microbe
g__Prevotella;s__Prevotella sp. CAG:1320,Microbe
g__Staphylococcus;s__Staphylococcus sp. CAG:324,Microbe
g__Clostridium;s__Clostridium bartlettii CAG:1329,Microbe
g__Roseburia;s__Roseburia sp. CAG:471,Microbe
g__Ruminiclostridium;s__[Clostridium] clariflavum,Microbe
g__Ruminiclostridium;s__[Clostridium] termitidis,Microbe
g__Coprobacillus;s__Coprobacillus sp. CAG:698,Microbe
g__Faecalicoccus;s__Faecalicoccus pleomorphus,Microbe
g__Veillonella;s__Veillonella sp. DORA_A_3_16_22,Microbe
g__Acholeplasma;s__Acholeplasma brassicae,Microbe
g__Mycoplasma;s__Mycoplasma sp. CAG:776,Microbe
g__Akkermansia;s__Akkermansia glycaniphila,Microbe
g__Potexvirus;s__Cactus virus X,Microbe
g__Bacteroides;s__Bacteroides pectinophilus CAG:437,Microbe
g__Bacteroides;s__Bacteroides sp. CAG:770,Microbe
g__Odoribacter;s__Odoribacter sp. CAG:788,Microbe
g__Prevotella;s__Prevotella timonensis,Microbe
g__Lactobacillus;s__Lactobacillus ruminis,Microbe
g__Catabacter;s__Catabacter hongkongensis,Microbe
g__Clostridium;s__Clostridium sp. CAG:452,Microbe
g__Clostridium;s__Clostridium sp. CAG:710,Microbe
g__Coprococcus;s__Coprococcus sp. CAG:782,Microbe
g__Coprococcus;s__Coprococcus sp. HPP0074,Microbe
g__Oribacterium;s__Oribacterium sp. KHPX15,Microbe
g__Desulfitobacterium;s__Desulfitobacterium hafniense,Microbe
g__Ruminococcus;s__Ruminococcus sp. YE78,Microbe
g__Mahella;s__Mahella australiensis,Microbe
g__Lentisphaera;s__Lentisphaera araneosa,Microbe
g__Mastadenovirus;s__Human mastadenovirus C,Microbe
g__Bacteroides;s__Bacteroides dorei CAG:222,Microbe
g__Bacteroides;s__Bacteroides graminisolvens,Microbe
g__Bacteroides;s__Bacteroides sp. CAG:633,Microbe
g__Enterococcus;s__Enterococcus sp. HMSC05C03,Microbe
g__Clostridium;s__Clostridium sp. SS2_1,Microbe
g__Clostridium;s__Clostridium sp. SY8519,Microbe
g__Blautia;s__Blautia sp. CAG:257,Microbe
g__Lachnobacterium;s__Lachnobacterium bovis,Microbe
g__Lachnoclostridium;s__[Clostridium] celerecrescens,Microbe
g__Lachnoclostridium;s__[Clostridium] indolis,Microbe
g__Lachnoclostridium;s__[Eubacterium] contortum,Microbe
g__Ethanoligenens;s__Ethanoligenens harbinense,Microbe
g__Pseudobacteroides;s__Pseudobacteroides cellulosolvens,Microbe
g__Ruminococcus;s__Ruminococcus sp. CAG:9,Microbe
g__Coprobacillus;s__Coprobacillus sp. CAG:826,Microbe
g__Turicibacter;s__Turicibacter sanguinis,Microbe
g__Acidaminococcus;s__Acidaminococcus sp. CAG:917,Microbe
g__Dialister;s__Dialister micraerophilus,Microbe
g__Dialister;s__Dialister sp. CAG:588,Microbe
g__Diplosphaera;s__Diplosphaera colitermitum,Microbe
g__Prevotella;s__Prevotella amnii,Microbe
g__Christensenella;s__Christensenella minuta,Microbe
g__Clostridium;s__Clostridium sp. 12(A),Microbe
g__Lachnoclostridium;s__[Clostridium] glycyrrhizinilyticum,Microbe
g__Faecalibacterium;s__Faecalibacterium sp. CAG:1138,Microbe
g__Ruminiclostridium;s__[Clostridium] stercorarium,Microbe
g__Sporomusa;s__Sporomusa acidovorans,Microbe
g__Desulfovibrio;s__Desulfovibrio fairfieldensis,Microbe
g__Treponema;s__Treponema socranskii,Microbe
g__Fretibacterium;s__Fretibacterium fastidiosum,Microbe
g__Bifidobacterium;s__Bifidobacterium catenulatum,Microbe
g__Bacteroides;s__Bacteroides paurosaccharolyticus,Microbe
g__Bacteroides;s__Bacteroides sp. Marseille-P2824,Microbe
g__Gabonibacter;s__Gabonibacter massiliensis,Microbe
g__Prevotella;s__Prevotella sp. P6B4,Microbe
g__Fibrobacter;s__Fibrobacter succinogenes,Microbe
g__Clostridium;s__Clostridium sp. CAG:921,Microbe
g__Clostridium;s__Clostridium sp. JCD,Microbe
g__Eubacterium;s__Eubacterium limosum,Microbe
g__Dorea;s__Dorea sp. CAG:317,Microbe
g__Lachnoclostridium;s__[Clostridium] aerotolerans,Microbe
g__Robinsoniella;s__Robinsoniella peoriensis,Microbe
g__Acinetobacter;s__Acinetobacter baumannii,Microbe
g__Bifidobacterium;s__Bifidobacterium kashiwanohense,Microbe
g__Bacteroides;s__Bacteroides sp. 2_1_16,Microbe
g__Bacteroides;s__Bacteroides sp. 2_1_22,Microbe
g__Bacteroides;s__Bacteroides sp. CAG:144,Microbe
g__Bacteroides;s__Bacteroides sp. CAG:545,Microbe
g__Dysgonomonas;s__Dysgonomonas mossii,Microbe
g__Parabacteroides;s__Parabacteroides johnsonii CAG:246,Microbe
g__Prevotella;s__Prevotella nigrescens,Microbe
g__Prevotella;s__Prevotella sp. P5-119,Microbe
g__Clostridium;s__Clostridium polynesiense,Microbe
g__Clostridium;s__Clostridium sp. ASBs410,Microbe
g__Clostridium;s__Clostridium sp. CAG:1193,Microbe
g__Lachnoanaerobaculum;s__Lachnoanaerobaculum sp. OBRC5-5,Microbe
g__Lachnoclostridium;s__[Eubacterium] fissicatena,Microbe
g__Stomatobaculum;s__Stomatobaculum longum,Microbe
g__Ruminiclostridium;s__[Clostridium] cellulolyticum,Microbe
g__Ruminiclostridium;s__[Clostridium] papyrosolvens,Microbe
g__Ruminococcus;s__Ruminococcus sp. NK3A76,Microbe
g__Megasphaera;s__Megasphaera massiliensis,Microbe
g__Dysgonomonas;s__Dysgonomonas macrotermitis,Microbe
g__Hallella;s__Hallella seregens,Microbe
g__Prevotella;s__Prevotella salivae,Microbe
g__Prevotella;s__Prevotella sp. DNF00663,Microbe
g__Alistipes;s__Alistipes sp. CAG:435,Microbe
g__Clostridium;s__Clostridium beijerinckii,Microbe
g__Clostridium;s__Clostridium clostridioforme CAG:511,Microbe
g__Clostridium;s__Clostridium sp. C105KSO14,Microbe
g__Clostridium;s__Clostridium sp. CAG:352,Microbe
g__Eubacterium;s__Eubacterium sp. SB2,Microbe
g__Butyrivibrio;s__Butyrivibrio sp. AE2032,Microbe
g__Fusicatenibacter;s__Fusicatenibacter sp. 2789STDY5834925,Microbe
g__Johnsonella;s__Johnsonella ignava,Microbe
g__Pseudobutyrivibrio;s__Pseudobutyrivibrio sp. ACV-2,Microbe
g__Pseudobutyrivibrio;s__Pseudobutyrivibrio sp. MD2005,Microbe
g__Ruminiclostridium;s__[Clostridium] cellulosi,Microbe
g__Ruminiclostridium;s__[Clostridium] sporosphaeroides,Microbe
g__Ruminococcus;s__Ruminococcus sp. CAG:60,Microbe
g__Solobacterium;s__Solobacterium moorei,Microbe
g__Veillonella;s__Veillonella sp. 6_1_27,Microbe
g__Sedimentibacter;s__Sedimentibacter sp. B4,Microbe
g__Desulfomicrobium;s__Desulfomicrobium orale,Microbe
g__Bifidobacterium;s__Bifidobacterium boum,Microbe
g__Bacteroides;s__Bacteroides ovatus CAG:22,Microbe
g__Odoribacter;s__Odoribacter sp. Marseille-P2698,Microbe
g__Dysgonomonas;s__Dysgonomonas gadei,Microbe
g__Prevotella;s__Prevotella sp. MSX73,Microbe
g__Prevotella;s__Prevotella sp. P5-60,Microbe
g__Bacillus;s__Bacillus sp. CAG:988,Microbe
g__Streptococcus;s__Streptococcus suis,Microbe
g__Clostridium;s__Clostridium sp. CAG:524,Microbe
g__Geosporobacter;s__Geosporobacter ferrireducens,Microbe
g__Defluviitalea;s__Defluviitalea phaphyphila,Microbe
g__Eubacterium;s__[Eubacterium] cellulosolvens,Microbe
g__Dorea;s__Dorea sp. CAG:105,Microbe
g__Pseudobutyrivibrio;s__Pseudobutyrivibrio sp. C4,Microbe
g__Sellimonas;s__Sellimonas intestinalis,Microbe
g__Ruminococcus;s__Ruminococcus sp. HUN007,Microbe
g__Coprobacillus;s__Coprobacillus sp. 3_3_56FAA,Microbe
g__Erysipelatoclostridium;s__[Clostridium] innocuum,Microbe
g__Megasphaera;s__Megasphaera cerevisiae,Microbe
g__Veillonella;s__Veillonella atypica,Microbe
g__Veillonella;s__Veillonella sp. 3_1_44,Microbe
g__Haemophilus;s__Haemophilus sp. HMSC71H05,Microbe
g__Collinsella;s__Collinsella tanakaei,Microbe
g__Bacteroides;s__Bacteroides fragilis CAG:558,Microbe
g__Prevotella;s__Prevotella buccae,Microbe
g__Prevotella;s__Prevotella multiformis,Microbe
g__Prevotella;s__Prevotella sp. P4-76,Microbe
g__Prevotella;s__Prevotella sp. P5-125,Microbe
g__Alistipes;s__Alistipes sp. CAG:831,Microbe
g__Mucinivorans;s__Mucinivorans hirudinis,Microbe
g__Lysinibacillus;s__Lysinibacillus fusiformis,Microbe
g__Clostridiisalibacter;s__Clostridiisalibacter paucivorans,Microbe
g__Clostridium;s__Clostridium bornimense,Microbe
g__Clostridium;s__Clostridium sp. Bc-iso-3,Microbe
g__Clostridium;s__Clostridium sp. CAG:288,Microbe
g__Clostridium;s__Clostridium sp. CAG:349,Microbe
g__Anaerovorax;s__Anaerovorax odorimutans,Microbe
g__Eubacterium;s__Eubacterium pyruvativorans,Microbe
g__Oribacterium;s__Oribacterium sp. NK2B42,Microbe
g__Peptoanaerobacter;s__Peptoanaerobacter stomatis,Microbe
g__Ruminiclostridium;s__[Clostridium] josui,Microbe
g__Allobaculum;s__Allobaculum stercoricanis,Microbe
g__Coprobacillus;s__Coprobacillus sp. 29_1,Microbe
g__Dielma;s__Dielma fastidiosa,Microbe
g__Acidaminococcus;s__Acidaminococcus fermentans,Microbe
g__Megasphaera;s__Megasphaera sp. BV3C16-1,Microbe
g__Cetobacterium;s__Cetobacterium somerae,Microbe
g__Fusobacterium;s__Fusobacterium necrophorum,Microbe
g__Sutterella;s__Sutterella sp. CAG:351,Microbe
g__Gordonibacter;s__Gordonibacter pamelaeae,Microbe
g__Bacteroides;s__Bacteroides sp. 2_1_56FAA,Microbe
g__Tannerella;s__Tannerella forsythia,Microbe
g__Prevotella;s__Prevotella sp. 10(H),Microbe
g__Enterococcus;s__Enterococcus faecalis,Microbe
g__Clostridium;s__Clostridium sp. D5,Microbe
g__Eubacterium;s__Eubacterium sp. CAG:581,Microbe
g__Butyrivibrio;s__Butyrivibrio crossotus CAG:259,Microbe
g__Butyrivibrio;s__Butyrivibrio sp. NC3005,Microbe
g__Butyrivibrio;s__Butyrivibrio sp. ob235,Microbe
g__Dorea;s__uncultured Dorea sp.,Microbe
g__Robinsoniella;s__Robinsoniella sp. KNHs210,Microbe
g__Desulfosporosinus;s__Desulfosporosinus sp. Tol-M,Microbe
g__Terrisporobacter;s__Terrisporobacter othiniensis,Microbe
g__Acetivibrio;s__Acetivibrio cellulolyticus,Microbe
g__Erysipelatoclostridium;s__[Clostridium] cocleatum,Microbe
g__Kandleria;s__Kandleria vitulina,Microbe
g__Selenomonas;s__Selenomonas bovis,Microbe
g__Megasphaera;s__Megasphaera elsdenii CAG:570,Microbe
g__Fusobacterium;s__Fusobacterium nucleatum,Microbe
g__Oxalobacter;s__Oxalobacter formigenes,Microbe
g__Succinatimonas;s__Succinatimonas hippei,Microbe
g__Treponema;s__Treponema primitia,Microbe
g__Olsenella;s__Olsenella sp. HMSC062G07,Microbe
g__Eggerthella;s__Eggerthella sp. CAG:368,Microbe
g__Porphyromonas;s__Porphyromonas endodontalis,Microbe
g__Porphyromonas;s__Porphyromonas macacae,Microbe
g__Rikenella;s__Rikenella sp. Marseille-P3215,Microbe
g__Flexilinea;s__Flexilinea flocculi,Microbe
g__Streptococcus;s__Streptococcus gallolyticus,Microbe
g__Clostridium;s__Clostridium disporicum,Microbe
g__Clostridium;s__Clostridium sp. CAG:221,Microbe
g__Clostridium;s__Clostridium sp. CAG:533,Microbe
g__Clostridium;s__Clostridium sp. HMP27,Microbe
g__Oxobacter;s__Oxobacter pfennigii,Microbe
g__Anaerofustis;s__Anaerofustis stercorihominis,Microbe
g__Eubacterium;s__Eubacterium oxidoreducens,Microbe
g__Blautia;s__Blautia hydrogenotrophica,Microbe
g__Cellulosilyticum;s__Cellulosilyticum lentocellum,Microbe
g__Coprococcus;s__Coprococcus sp. ART55_1,Microbe
g__Coprococcus;s__Coprococcus sp. CAG:131,Microbe
g__Oribacterium;s__Oribacterium sp. FC2011,Microbe
g__Peptococcus;s__Peptococcus niger,Microbe
g__Coprobacillus;s__Coprobacillus sp. 8_2_54BFAA,Microbe
g__Succiniclasticum;s__Succiniclasticum ruminis,Microbe
g__Succinispira;s__Succinispira mobilis,Microbe
g__Sporanaerobacter;s__Sporanaerobacter sp. PP17-6a,Microbe
g__Haemophilus;s__Haemophilus influenzae,Microbe
g__Sphaerochaeta;s__Sphaerochaeta globosa,Microbe
g__Bifidobacterium;s__Bifidobacterium ruminantium,Microbe
g__Olsenella;s__Olsenella scatoligenes,Microbe
g__Collinsella;s__Collinsella massiliensis,Microbe
g__Bacteroides;s__Bacteroides faecis CAG:32,Microbe
g__Prevotella;s__Prevotella fusca,Microbe
g__Prevotella;s__Prevotella sp. C561,Microbe
g__Candidatus Symbiothrix;s__Candidatus Symbiothrix dinenymphae,Microbe
g__Bacillus;s__Bacillus niameyensis,Microbe
g__Sharpea;s__Sharpea azabuensis,Microbe
g__Streptococcus;s__Streptococcus pneumoniae,Microbe
g__Streptococcus;s__Streptococcus sp. HMSC064H09,Microbe
g__Clostridium;s__Clostridium cadaveris,Microbe
g__Clostridium;s__Clostridium cellulovorans,Microbe
g__Clostridium;s__Clostridium sp. CAG:1219,Microbe
g__Clostridium;s__Clostridium sp. CAG:628,Microbe
g__Clostridium;s__Clostridium sp. CL-6,Microbe
g__Clostridium;s__Clostridium sp. Marseille-P2538,Microbe
g__Proteiniclasticum;s__Proteiniclasticum ruminis,Microbe
g__Eubacterium;s__Eubacterium barkeri,Microbe
g__Eubacterium;s__Eubacterium sp. AB3007,Microbe
g__Eubacterium;s__Eubacterium xylanophilum,Microbe
g__Blautia;s__Blautia sp. CAG:52,Microbe
g__Butyrivibrio;s__Butyrivibrio sp. INlla14,Microbe
g__Butyrivibrio;s__Butyrivibrio sp. MC2013,Microbe
g__Peptoclostridium;s__Peptoclostridium acidaminophilum,Microbe
g__Ruminiclostridium;s__[Clostridium] cellobioparum,Microbe
g__Ruminococcus;s__Ruminococcus sp. CAG:624,Microbe
g__Tepidanaerobacter;s__Tepidanaerobacter syntrophicus,Microbe
g__Coprobacillus;s__Coprobacillus sp. D6,Microbe
g__Coprobacillus;s__Coprobacillus sp. D7,Microbe
g__Acidaminococcus;s__Acidaminococcus sp. BV3L6,Microbe
g__Selenomonas;s__Selenomonas sp. FC4001,Microbe
g__Selenomonas;s__Selenomonas sp. ND2010,Microbe
g__Isosphaera;s__Isosphaera pallida,Microbe
g__Bifidobacterium;s__Bifidobacterium scardovii,Microbe
g__Olsenella;s__Olsenella umbonata,Microbe
g__Odoribacter;s__Odoribacter laneus CAG:561,Microbe
g__Dysgonomonas;s__Dysgonomonas sp. BGC7,Microbe
g__Parabacteroides;s__Parabacteroides sp. 2_1_7,Microbe
g__Tannerella;s__Tannerella sp. oral taxon HOT-286,Microbe
g__Prevotella;s__Prevotella disiens,Microbe
g__Prevotella;s__Prevotella nanceiensis,Microbe
g__Prevotella;s__Prevotella oris,Microbe
g__Prevotella;s__Prevotella sp. BP1-145,Microbe
g__Prevotella;s__Prevotella sp. P6B1,Microbe
g__Prevotella;s__Prevotella veroralis,Microbe
g__Listeria;s__Listeria monocytogenes,Microbe
g__Paenibacillus;s__Paenibacillus sp. cl123,Microbe
g__Clostridium;s__Clostridium intestinale,Microbe
g__Clostridium;s__Clostridium pasteurianum,Microbe
g__Clostridium;s__Clostridium sp. CAG:568,Microbe
g__Clostridium;s__Clostridium sporogenes,Microbe
g__Anaerostipes;s__Anaerostipes caccae,Microbe
g__Butyrivibrio;s__Butyrivibrio sp. XPD2002,Microbe
g__Dorea;s__Dorea sp. D27,Microbe
g__Herbinix;s__Herbinix hemicellulosilytica,Microbe
g__Lachnoclostridium;s__[Clostridium] hylemonae,Microbe
g__Oribacterium;s__Oribacterium sp. P6A1,Microbe
g__Pseudobutyrivibrio;s__Pseudobutyrivibrio sp. 49,Microbe
g__Pseudobutyrivibrio;s__Pseudobutyrivibrio sp. AR14,Microbe
g__Pseudobutyrivibrio;s__Pseudobutyrivibrio sp. LB2011,Microbe
g__Pseudobutyrivibrio;s__Pseudobutyrivibrio sp. YE44,Microbe
g__Clostridioides;s__Clostridioides mangenotii,Microbe
g__Proteiniborus;s__Proteiniborus ethanoligenes,Microbe
g__Megasphaera;s__Megasphaera sp. DISK 18,Microbe
g__Fusobacterium;s__Fusobacterium varium,Microbe
g__Gimesia;s__Gimesia maris,Microbe
g__Acetobacter;s__Acetobacter sp. CAG:977,Microbe
g__Haemophilus;s__Haemophilus sp. HMSC068C11,Microbe
g__Sphaerochaeta;s__Sphaerochaeta pleomorpha,Microbe
g__Cloacibacillus;s__Cloacibacillus porcorum,Microbe
g__Porphyromonas;s__Porphyromonas gingivalis,Microbe
g__Porphyromonas;s__Porphyromonas uenonis,Microbe
g__Prevotella;s__Prevotella sp. CAG:592,Microbe
